Z_ion,Z_target,E_proj[keV/u],Cross_section[cm2],Uncertainty[%],is_exp,Theory_ID,DOI
3,1,9.000e+03,2.561e-17,0,0,CDW-EIS,_
3,1,1.000e+04,2.333e-17,0,0,CDW-EIS,_
3,1,2.000e+04,1.263e-17,0,0,CDW-EIS,_
3,1,3.000e+04,8.843e-18,0,0,CDW-EIS,_
3,1,4.000e+04,6.887e-18,0,0,CDW-EIS,_
3,1,5.000e+04,5.687e-18,0,0,CDW-EIS,_
3,1,6.000e+04,4.874e-18,0,0,CDW-EIS,_
3,1,7.000e+04,4.284e-18,0,0,CDW-EIS,_
3,1,8.000e+04,3.837e-18,0,0,CDW-EIS,_
3,1,9.000e+04,3.486e-18,0,0,CDW-EIS,_
3,1,1.000e+05,3.204e-18,0,0,CDW-EIS,_
3,2,1.000e+01,5.546e-22,0,0,CDW-EIS,_
3,2,2.000e+01,8.205e-19,0,0,CDW-EIS,_
3,2,3.000e+01,1.229e-17,0,0,CDW-EIS,_
3,2,4.000e+01,4.683e-17,0,0,CDW-EIS,_
3,2,5.000e+01,1.003e-16,0,0,CDW-EIS,_
3,2,6.000e+01,1.618e-16,0,0,CDW-EIS,_
3,2,7.000e+01,2.228e-16,0,0,CDW-EIS,_
3,2,8.000e+01,2.743e-16,0,0,CDW-EIS,_
3,2,9.000e+01,3.195e-16,0,0,CDW-EIS,_
3,2,1.000e+02,3.536e-16,0,0,CDW-EIS,_
3,2,2.000e+02,4.361e-16,0,0,CDW-EIS,_
3,2,3.000e+02,3.875e-16,0,0,CDW-EIS,_
3,2,4.000e+02,3.363e-16,0,0,CDW-EIS,_
3,2,5.000e+02,2.948e-16,0,0,CDW-EIS,_
3,2,6.000e+02,2.618e-16,0,0,CDW-EIS,_
3,2,7.000e+02,2.355e-16,0,0,CDW-EIS,_
3,2,8.000e+02,2.141e-16,0,0,CDW-EIS,_
3,2,9.000e+02,1.964e-16,0,0,CDW-EIS,_
3,2,1.000e+03,1.814e-16,0,0,CDW-EIS,_
3,2,2.000e+03,1.050e-16,0,0,CDW-EIS,_
3,2,3.000e+03,7.509e-17,0,0,CDW-EIS,_
3,2,4.000e+03,5.895e-17,0,0,CDW-EIS,_
3,2,5.000e+03,4.878e-17,0,0,CDW-EIS,_
3,2,6.000e+03,4.175e-17,0,0,CDW-EIS,_
3,2,7.000e+03,3.658e-17,0,0,CDW-EIS,_
3,2,8.000e+03,3.261e-17,0,0,CDW-EIS,_
3,2,9.000e+03,2.946e-17,0,0,CDW-EIS,_
3,2,1.000e+04,2.691e-17,0,0,CDW-EIS,_
3,2,2.000e+04,1.479e-17,0,0,CDW-EIS,_
3,2,3.000e+04,1.044e-17,0,0,CDW-EIS,_
3,2,4.000e+04,8.171e-18,0,0,CDW-EIS,_
3,2,5.000e+04,6.773e-18,0,0,CDW-EIS,_
3,2,6.000e+04,5.822e-18,0,0,CDW-EIS,_
3,2,7.000e+04,5.130e-18,0,0,CDW-EIS,_
3,2,8.000e+04,4.605e-18,0,0,CDW-EIS,_
3,2,9.000e+04,4.191e-18,0,0,CDW-EIS,_
3,2,1.000e+05,3.857e-18,0,0,CDW-EIS,_
3,10,1.000e+01,2.903e-21,0,0,CDW-EIS,_
3,10,2.000e+01,2.308e-18,0,0,CDW-EIS,_
3,10,3.000e+01,2.835e-17,0,0,CDW-EIS,_
3,10,4.000e+01,1.020e-16,0,0,CDW-EIS,_
3,10,5.000e+01,2.172e-16,0,0,CDW-EIS,_
3,10,6.000e+01,3.556e-16,0,0,CDW-EIS,_
3,10,7.000e+01,5.021e-16,0,0,CDW-EIS,_
3,10,8.000e+01,6.357e-16,0,0,CDW-EIS,_
3,10,9.000e+01,7.612e-16,0,0,CDW-EIS,_
3,10,1.000e+02,8.652e-16,0,0,CDW-EIS,_
3,10,2.000e+02,1.269e-15,0,0,CDW-EIS,_
3,10,3.000e+02,1.217e-15,0,0,CDW-EIS,_
3,10,4.000e+02,1.100e-15,0,0,CDW-EIS,_
3,10,5.000e+02,9.878e-16,0,0,CDW-EIS,_
3,10,6.000e+02,8.922e-16,0,0,CDW-EIS,_
3,10,7.000e+02,8.123e-16,0,0,CDW-EIS,_
3,10,8.000e+02,7.452e-16,0,0,CDW-EIS,_
3,10,9.000e+02,6.885e-16,0,0,CDW-EIS,_
3,10,1.000e+03,6.400e-16,0,0,CDW-EIS,_
3,10,2.000e+03,3.814e-16,0,0,CDW-EIS,_
3,10,3.000e+03,2.762e-16,0,0,CDW-EIS,_
3,10,4.000e+03,2.184e-16,0,0,CDW-EIS,_
3,10,5.000e+03,1.816e-16,0,0,CDW-EIS,_
3,10,6.000e+03,1.560e-16,0,0,CDW-EIS,_
3,10,7.000e+03,1.371e-16,0,0,CDW-EIS,_
3,10,8.000e+03,1.225e-16,0,0,CDW-EIS,_
3,10,9.000e+03,1.109e-16,0,0,CDW-EIS,_
3,10,1.000e+04,1.014e-16,0,0,CDW-EIS,_
3,10,2.000e+04,5.631e-17,0,0,CDW-EIS,_
3,10,3.000e+04,3.995e-17,0,0,CDW-EIS,_
3,10,4.000e+04,3.138e-17,0,0,CDW-EIS,_
3,10,5.000e+04,2.607e-17,0,0,CDW-EIS,_
3,10,6.000e+04,2.244e-17,0,0,CDW-EIS,_
3,10,7.000e+04,1.981e-17,0,0,CDW-EIS,_
3,10,8.000e+04,1.780e-17,0,0,CDW-EIS,_
3,10,9.000e+04,1.622e-17,0,0,CDW-EIS,_
3,10,1.000e+05,1.494e-17,0,0,CDW-EIS,_
3,18,1.000e+01,6.466e-20,0,0,CDW-EIS,_
3,18,2.000e+01,3.569e-17,0,0,CDW-EIS,_
3,18,3.000e+01,3.200e-16,0,0,CDW-EIS,_
3,18,4.000e+01,8.761e-16,0,0,CDW-EIS,_
3,18,5.000e+01,1.502e-15,0,0,CDW-EIS,_
3,18,6.000e+01,2.067e-15,0,0,CDW-EIS,_
3,18,7.000e+01,2.511e-15,0,0,CDW-EIS,_
3,18,8.000e+01,2.822e-15,0,0,CDW-EIS,_
3,18,9.000e+01,3.044e-15,0,0,CDW-EIS,_
3,18,1.000e+02,3.178e-15,0,0,CDW-EIS,_
3,18,2.000e+02,2.965e-15,0,0,CDW-EIS,_
3,18,3.000e+02,2.396e-15,0,0,CDW-EIS,_
3,18,4.000e+02,1.980e-15,0,0,CDW-EIS,_
3,18,5.000e+02,1.683e-15,0,0,CDW-EIS,_
3,18,6.000e+02,1.464e-15,0,0,CDW-EIS,_
3,18,7.000e+02,1.296e-15,0,0,CDW-EIS,_
3,18,8.000e+02,1.163e-15,0,0,CDW-EIS,_
3,18,9.000e+02,1.055e-15,0,0,CDW-EIS,_
3,18,1.000e+03,9.666e-16,0,0,CDW-EIS,_
3,18,2.000e+03,5.309e-16,0,0,CDW-EIS,_
3,18,3.000e+03,3.699e-16,0,0,CDW-EIS,_
